ORG_EIN,ORG_NAME,STREET,CITY,STATE,ZIP,NTEE_CD,SORT_NAME
141791712,MEALS ON WHEELS OF WAPPINGERS FALLS,22 DEGARMO HILLS RD,WAPPINGERS FL,NY,12590-2123,K36,NA
150559586,UNITED FOOD AND COMMERCIAL WORKERS INTERNATIONAL UNION,5911 AIRPORT RD,ORISKANY,NY,13424-3904,P20,1 LOCAL
160857675,CATTARAUGUS COUNTY AGRICULTURAL,PO BOX 182,LITTLE VALLEY,NY,14755-0182,K20,NA
160912403,CORNING MEALS CN WHEELS INC,144 CEDAR ST,CORNING,NY,14830-2633,K36Z,NA
160921037,OTSEGO COUNTY FAIR ASSOCIATION INC,PO BOX 469,MORRIS,NY,13808-0469,K11,NA
160975652,MEALS ON WHEELS OF WESTERN BROOME INC,705 W MAIN ST,ENDICOTT,NY,13760-4521,K36Z,NA
161056063,ECHO MEALS ON WHEELS WEST INC,4600 W GENESEE ST,SYRACUSE,NY,13219-1748,K36Z,NA
161082828,MEALS ON WHEELS JAMESTOWN AREA INC,PO BOX 56,JAMESTOWN,NY,14702-0056,K36Z,NA
161157542,EMPIRE STATE MILK QUALITY COUNCIL,PO BOX 5786,ITHACA,NY,14852-5786,K20,NA
161176430,FESTIVAL OF GRAPES INC,PO BOX 345,SILVER CREEK,NY,14136-0345,K11,NA
161200127,HEART LOVE & SOUL INC,939 ONTARIO AVE,NIAGARA FALLS,NY,14305-2643,K300,NA
161204312,ALLEGANY STEUBEN HOLSTEIN CLUB INC,4315 COUNTY ROUTE 12,ANDOVER,NY,14806-0000,K20,NA
161236737,CORTLAND LOAVES & FISHES INC,13 COURT ST,CORTLAND,NY,13045-2603,K30,NA
161310963,HAMILTON INTERCHURCH COUNCIL FOOD CUPBOARD INC,PO BOX 411,HAMILTON,NY,13346-0411,P20,NA
161324346,COMMUNITY FOOD CUPBOARD OF ROCHESTER INC,11 NESTER ST,ROCHESTER,NY,14621-2424,K31Z,NA
161353247,MEALS ON WHEELS OF CHEMUNG COUNTY INC,409 WILLIAM ST,ELMIRA,NY,14901-2562,K36Z,NA
161367581,SULLIVAN FOOD CUPBOARD INC,PO BOX 201,CHITTENANGO,NY,13037-0201,K31Z,NA
161389156,LEROY PANTRY & HELP FUND INC,48 MAIN ST,LEROY,NY,14482-1443,K31,NA
161409523,BROCKPORT ECUMENICAL FOOD SHELF,14 STATE ST,BROCKPORT,NY,14420-1922,K31,NA
161456001,PULASKI COMMUNITY MINISTRIES INC,12 BRIDGE ST,PULASKI,NY,13142-4403,K30,NA
161488086,RENEWALK MINISTRIES INCORPORATED,PO BOX 175,E BLOOMFIELD,NY,14443-0175,K30,NA
161499250,BROTHERS KEEPER OUTREACH,PO BOX 729,LOCKPORT,NY,14095-0729,K31,NA
161521308,SEEKING COMMON GROUND INC,PO BOX 599,CANANDAIGUA,NY,14424-0599,K20,NA
161539528,PENFIELD ECUMENICAL FOOD SHELF INC,1618 JACKSON RD,PENFIELD,NY,14526-9737,K30,NA
161558258,FOODLINK FOUNDATION INC,2011 MOUNT READ BLVD,ROCHESTER,NY,14615-3706,P20,NA
161558317,SETON FOOD PANTRY INC,3494 NEW YORK STATE ROUTE 31,BALDWINSVILLE,NY,13027-0000,K31,NA
161558331,PITTSFORD FOOD CUPBOARD INC,3800 MONROE AVE STE 26,PITTSFORD,NY,14534-1330,K30,NA
161562172,NEW YORK SUSTAINABLE AGRICULTURE,PO BOX 376,SALAMANCA,NY,14779-0376,K20,NA
161563537,FARMERS MARKET FEDERATION OF NEW YORK,109 TWIN OAKS DR SUITES U2-4,SYRACUSE,NY,13206-1204,K20,NA
161570152,SPENCERPORT ECUMENICAL FOOD SHELF,26 OGDEN PARMA TOWN LINE RD,SPENCERPORT,NY,14559-9581,K31,NA
161573863,LIVINGSTON COUNTY AGRICULTURAL SOCIETY AND FAIR AT CALEDONIA INC,310 LEICESTER ST,CALEDONIA,NY,14423-1206,K20,NA
161587868,DIMITRI HOUSE INC,102 N UNION ST,ROCHESTER,NY,14607-1317,K30,NA
161607595,GARDENSHARE INC,PO BOX 516,CANTON,NY,13617-0516,K31,NA
166093412,CHRISTMAS TREE FARMERS ASSOCIATION OF NEW YORK INC,PO BOX 65,MC GRAW,NY,13101-0065,K20,NA
200042618,UNITED SOUP KITCHENS INC,700 BROADWAY,NEW YORK,NY,10003-9536,K30,NA
200338161,THE SARATOGA FARMERS MARKET ASSOCIATION INC,110 SPRING ST,SARATOGA SPGS,NY,12866-3302,K30,NA
200379372,ST MATTHEWS SOUP KITCHEN INC,43 MACOMBS PL,NEW YORK,NY,10039-1802,K35,NA
200387769,HARVEST FOR THE WORLD INC,90 PLEASANT AVE,ROOSEVELT,NY,11575-2127,P60,NA
200405936,CARE-A-VAN MINISTRIES INC,PO BOX 1611,BATAVIA,NY,14021-1611,K36,NA
200482070,BERKSHIRE GROWN INC,321 MAIN ST STE 209,GT BARRINGTON,MA,01230-1786,K99,MARGARET MOULTON
200526751,MT WASHINGTON VALLEY INDEPENDENT RESTAURANTS ASSOCIATION,41 WASHINGTON ST STE 10,CONWAY,NH,03818-6082,K98,NA
200575468,MANNA FROM HEAVEN,59 E GARFIELD AVE,BRIDGETON,NJ,08302-3061,K31,NA
200659437,GRACE INTERFAITH FOOD TABLE,11 INDUSTRIAL ST,PRESQUE ISLE,ME,04769-2537,P60,NA
201146455,HUNTERS HELPING THE HUNGRY INC,1109 B STATE HIGHWAY 31 SOUTH,LEBANON,NJ,08833-3034,K19,NA
201304413,GIVE BACK A NEW JERSEY NON PROFIT CORPORATION,80 BLOOMFIELD AVE,CALDWELL,NJ,07006-5343,K35,NA
201323715,C U R E FOUNDATION INC,PO BOX 6818,ALBANY,NY,12206-0818,K30,NA
201383484,ONTARIO FOOD PANTRY,PO BOX 314,ONTARIO,NY,14519-0314,K30,NA
201682175,NEW YORK STATE WINE AND CULINARY CENTER INC,800 S MAIN ST,CANANDAIGUA,NY,14424-2213,K20,NA
201691756,THE SALEM PANTRY INC,PO BOX 295,SALEM,MA,01970-0395,K31,NA
201777720,OUR SACRED FUTURE FOUNDATION INC,1375 BOARDMAN ST,SHEFFIELD,MA,01257-9519,K20,NA
201923521,MASBIA,PO BOX 191181,BROOKLYN,NY,11219-7181,K34,NA
202178919,ST EDWARDS FOOD AND WELLNESS CENTER INC,1001 BRANCH AVE,PROVIDENCE,RI,02904-1003,P20,NA
202200309,TAURUS ASSOCIATES INCORPORATED,11479 180TH ST,ADDISLEIGH PK,NY,11434-1470,K31,NA
202209685,CHEFS FOR HUMANITY,55 LANE RD STE 300,FAIRFIELD,NJ,07004-1015,K31,NA
202555423,FOOD BANK ASSOCIATION OF NEW YORK STATE,33 ELK STREET,ALBANY,NY,12207-1065,K31,NA
202877628,AMERICAN MILKING DEVON CATTLE ASSOCIATION,563 E POND MEADOW RD,WESTBROOK,CT,06498-2843,K20,NA
202884675,ST PETERS DEVELOPMENT CORPORATION,505 MAIN ST,SPOTSWOOD,NJ,08884-1734,K30,NA
202893390,NEW HOPE COMMUNITY MINISTRIES A NJ NONPROFIT CORP,331 N 11TH ST,PROSPECT PARK,NJ,07508-2101,K31,NA
203067753,INTERNATIONAL PLANT PROPAGATORS SOCIETY INC EASTERN REGION FDN,99 NORTH RD,WAKEFIELD,RI,02879-2164,K99,NA
203119229,MAINE ASSOCIATION OF LIVESTOCK EXHIBITORS,38 DAVIS DR,NEW SHARON,ME,04955-3155,K20,NA
203278460,ST PETERS KITCHEN INC,PO BOX 11031,ROCHESTER,NY,14611-0031,K35,NA
203498376,COVENANT SOUP KITCHEN INC,220 VALLEY ST,WILLIMANTIC,CT,06226-2332,K35,NA
203500488,CLARENCE COMMUNITY PANTRY INC,9675 MAIN ST,CLARENCE,NY,14031-2036,K31,NA
203567246,ST PAULS SOUP KITCHEN INC,PO BOX 2257,LOWELL,MA,01851-0457,K31,ST PAULS KITCHEN
203846716,GREATER ECUMENICAL FORT KENT FOODPANTRY,229 WEST MAIN STREET,FORT KENT,ME,04743-1187,K31,NA
203890337,ROCKAWAY FOOD CLOSET INC,35 CHURCH ST,ROCKAWAY,NJ,07866-3059,P60,NA
203943915,FOOD BY THE TON INC,16 CROSS STREET,NEW CANAAN,CT,06840-4831,P20,NA
204094844,ATTLEBORO CORPORATE CENTER ASSOCIATION INC,PO BOX 891,ATTLEBORO,MA,02703-0015,K20,NA
204171820,PHELPS COMMUNITY FOOD CUPBOARD,8 BANTA STREET,PHELPS,NY,14532-1083,K31,NA
204276417,CANAAN COMMUNITY FOOD CUPBOARD,272 MAIN ST,CANAAN,ME,04924-0000,K31,NA
204704516,ENOBYTES CORPORATION,95 WOODLAND RD,MALDEN,MA,02148-1114,K99,ENOBYTES CORPORATION
204743388,SHARE OUTREACH INCORPORATED,1 COLUMBUS AVE,MILFORD,NH,03055-4778,K31,NA
205068380,HOPKINTON FOOD PANTRY & CHARITABLESERVICES,PO BOX 774,CONTOOCOOK,NH,03229-0774,K31,NA
205213657,TUBERVILLE INC,PO BOX 104,MILTON,VT,05468-0104,K31,NA
205255224,EAT LOCAL,PO BOX 121,RINGWOOD,NJ,07456-0121,K99,NA
205559597,SAG HARBOR COMMUNITY FOOD PANTRY INC,PO BOX 3191,SAG HARBOR,NY,11963-0405,K31,NA
205637919,WINDHAM COMMUNITY FOOD PANTRY INC,PO BOX 788,WINDHAM,NY,12496-0788,K31,NA
205643387,MASTERS MANNA INC,428 S CHERRY ST,WALLINGFORD,CT,06492-4431,K31,NA
205773892,ISLAND GROWN INITIATIVE LTD,PO BOX 622,VINEYARD HVN,MA,02568-0622,K30,NA
208107545,THE YUM-O ORGANIZATION INC,276 5TH AVE RM 704 PMB 3131,NEW YORK,NY,10001-4527,K99,NA
208427023,BRIDGES TO SUCCESS INC,273 E MAIN ST,DENVILLE,NJ,07834-2642,K30,NA
208574972,BETH MIRIAM,PO BOX 3052,KEARNY,NJ,07032-0998,K34,NA
208685350,MAKING THE DIFFERENCE MINISTRIES,705 WHITE HORSE PIKE UNIT 5-A,ABSECON,NJ,08201-1468,K31,NA
208689666,ST GREGORYS PANTRY INC,PO BOX 763,MANTOLOKING,NJ,08738-0763,K31,NA
210085752,THE GREAT COMMISSION COMMUNITY,621 FARMINGTON AVE,HARTFORD,CT,06105-2903,K31,NA
222136571,TWIN CITIES MEALS ON WHEELS,100 RIDGE ROAD,NORTH TONAWANDA,NY,14120-3349,K36Z,NA
222145178,STAR-FISH INC,631 E FRONT ST,PLAINFIELD,NJ,07060-1413,K31,NA
222176552,CHRISTIAN APPROACH TO URBAN SUBURBAN,PO BOX 4602,JERSEY CITY,NJ,07304-0602,K310,NA
222392881,T A S K,72 HALF ESCHER ST,TRENTON,NJ,08605-0000,K30Z,NA
222403208,UTICA FOOD PANTRY INC,PO BOX 306,UTICA,NY,13503-0306,K31Z,NA
222405550,FOOD BANK OF SOMERSET COUNTY INC,PO BOX 149,BOUND BROOK,NJ,08805-0149,K31Z,NA
222423882,COMMUNITY FOOD BANK OF NEW JERSEY INC,31 EVANS TERMINAL,HILLSIDE,NJ,07205-2400,K31Z,NA
222428304,FOODLINK INC,2011 MOUNT READ BLVD,ROCHESTER,NY,14615-3706,K30,NA
222440028,LUNCH BREAK,121 DRS JAMES PARKER BLVD,RED BANK,NJ,07701-1441,K35,NA
222470820,FEEDMORE WESTERN NEW YORK INC,100 JAMES E CASEY DR,BUFFALO,NY,14206-2368,K31Z,NA
222470885,REGIONAL FOOD BANK OF N E NY INC,965 ALBANY SHAKER RD,LATHAM,NY,12110-1409,K31Z,NA
222473346,THE COMMUNITY KITCHEN INC,37 MECHANIC ST,KEENE,NH,03431-3424,K30,NA
222481699,NEIGHBORS IN NEED INC,PO BOX 447,LAWRENCE,MA,01842-0947,K31Z,NA
222482760,HOLY CROSS CONFERENCE,46 CENTRAL AVE,BRIDGETON,NJ,08302-2305,K35,NA
222490055,CAPITOL REGION FOOD PROGRAM,11 S MAIN ST STE 500,CONCORD,NH,03301-4863,K31,NA
222503892,GREECE ECUMENICAL FOOD SHELF AND CLOTHING CLOSET INC,500 MAIDEN LN,ROCHESTER,NY,14616-4147,K31Z,NA
222517487,CONNECTICUT CACTUS AND SUCCULENT SOCIETY,194 BENHAM ST,TORRINGTON,CT,06790-3353,K20,NA
222520306,NEWPORT AREA ASSOCIATION OF CHURCHES,PO BOX 672,NEWPORT,NH,03773-0672,K30,NA
222533235,COMMUNITY KITCHEN OF NORTHEASTERN CONNECTICUT INC,PO BOX 502,DANIELSON,CT,06239-0502,K30,NA
222564928,MASSENA MEALS ON WHEELS INC,70 E HATFIELD ST,MASSENA,NY,13662-2610,K36Z,NA
222622522,FOODBANK OF MONMOUTH AND OCEAN COUNTIES INC,3300 ROUTE 66,NEPTUNE,NJ,07753-2706,P99Z,FULFILL
222816988,FOOD BANK OF CENTRAL NEW YORK,7066 INTERSTATE ISLAND RD,SYRACUSE,NY,13209-9712,K31,NA
222986809,GOOD SHEPERD FOOD BANK,3121 HOTEL RD,AUBURN,ME,04210-8398,K31Z,GOOD SHEPHERD FOOD BANK OF MAINE
223015795,THE ECUMENICAL COMMUNITY FOOD PANTRY OF NORWOOD INC,150 CHAPEL ST,NORWOOD,MA,02062-3130,K31Z,NA
223021942,VERMONT FOODBANK,33 PARKER RD,BARRE,VT,05641-9106,K31I,NA
223051396,OSSINING FOOD PANTRY,PO BOX 869,OSSINING,NY,10562-0869,P60Z,NA
223055539,ELIJAHS PROMISE,211 LIVINGSTON AVE,NEW BRUNSWICK,NJ,08901-2931,K30Z,NA
223057065,HUMAN NEEDS FOOD PANTRY INC,9 LABEL ST,MONTCLAIR,NJ,07042-3848,P20Z,NA
223061060,FLEMINGTON AREA FOOD PANTRY INC,PO BOX 783,FLEMINGTON,NJ,08822-0783,P20Z,NA
223079904,FAMILY PANTRY OF CAPE COD CORP THE,133 QUEEN ANNE RD,HARWICH,MA,02645-2406,K31Z,NA
223128989,GREATER FALL RIVER COMMUNITY FOOD PANTRY INC,235 NASHUA ST,FALL RIVER,MA,02721-4109,K31,NA
223213382,HOWELL EMERGENCY FOOD PANTRY INC,PO BOX 580,HOWELL,NJ,07731-0580,K31Z,NA
223225700,SCITUATE FOOD PANTRY INC,PO BOX 120,SCITUATE,MA,02066-0120,P99Z,NA
223230636,SAMARITAN INC,14 MAEFIELD LN,HUDSON,ME,04449-3565,K31,NA
223241609,MERRIMACK VALLEY FOOD BANK INC,1703 MIDDLESEX ST,LOWELL,MA,01851-1130,K310,NA
223266041,BURLINGTON CO BOARD OF AGRICULTURE,530 SMITHVILLE RD,SOUTHAMPTON,NJ,08088-8866,K20,NA
223278832,THE FAMILY PANTRY-DAMIENS PLACE CORP,242 MARION RD,WAREHAM,MA,02571-0000,P20Z,NA
223313175,THE KITCHEN AT ST MARKS INC,PO BOX 686,KEYPORT,NJ,07735-0686,K30,NA
223317200,HOPEWELL HARVEST FAIR INC,PO BOX 421,HOPEWELL,NJ,08525-0421,P20,NA
223319850,LOAVES AND FISHES COMMUNITY DINNERS INC,83 SYCAMORE CT,LAWRENCEVILLE,NJ,08648-4836,K35,NA
223378885,ROBBINSVILLE MEALS ON WHEELS INCORPORATED,1117 US ROUTE 130,TRENTON,NJ,08650-0000,K36Z,NA
223395981,TOMCHEI SHABBOS OF LAKEWOOD INC,1507 PARKSIDE DR,LAKEWOOD,NJ,08701-1565,K30Z,NA
223413834,CURBING HUNGER INC,140 S FINLEY AVE,BASKING RIDGE,NJ,07920-1428,K30,NA
223451604,SANDWICH FOOD PANTRY INCORPORATED,PO BOX 1824,SANDWICH,MA,02563-7824,P60,NA
223493276,OPEN CUPBOARD FOOD PANTRY INC,PO BOX 5071,CLINTON,NJ,08809-0071,K31,NA
223505731,MUSLIM COMMUNITY SOUP KITCHEN INC,PO BOX 346,PLAINFIELD,NJ,07061-0346,K34,5 ABDUL WALI MUHAMMED
223522458,NORTH BRUNSWICK FOOD BANK INC,710 HERMANN RD,N BRUNSWICK,NJ,08902-2850,K31Z,NA
223525345,NEW YORK FARM BUREAU FOUNDATION FOR AGRICULTURAL EDUCATION INC,159 WOLF ROAD,ALBANY,NY,12205-6007,K20,NA
223528831,MEAL AT NOON INC,93 LIBERTY ST,LONG BRANCH,NJ,07740-7119,K99,SECOND BAPTISE CHURCH
223535575,LAKEWOOD COMMUNITY SERVICE CORP,450 WEST KENNEDY BOULEVARD,LAKEWOOD,NJ,08701-1269,K30,NA
223537492,KENYA USA CHRISTIAN RELIEF & DEVELOPMENT INC,141 OVERLOOK AVE,NORTH HALEDON,NJ,07508-2570,K99,NA
223595278,NORTH STELTON ECONOMIC DEVELOPEMENT CORPORATION,6 ETHEL RD,PISCATAWAY,NJ,08854-5408,K30,NA
223598564,GARY KLAUSNER CHESED FUND INC,242 HIGH ST,PASSAIC,NJ,07055-4623,K30,HAND-IN-HAND OF PASSAIC-CLIFTON
223608917,RUTHERFORD COMMUNITY PANTRY INC,176 PARK AVE,RUTHERFORD,NJ,07070-2310,P20,NA
223618468,INTERFAITH FOOD PANTRY INC,2 EXECUTIVE DR,MORRIS PLAINS,NJ,07950-2153,K31,NA
223638645,CORNERSTONE SOUP KITCHEN AND FOOD PANTRY,1767 STATE ROUTE 196,FORT EDWARD,NY,12828-4110,K31,NA
223646125,TABLE TO TABLE INC,160 PEHLE AVE STE 303,SADDLE BROOK,NJ,07663-5227,K30,NA
223740072,HELPING HAND FOOD PANTRY,349 HILLSDALE AVE,HILLSDALE,NJ,07642-2732,K30,NA
223793689,BETHANY CARES INCORPORATED,275 W MARKET ST,NEWARK,NJ,07103-2717,K31,NA
223820759,SUSSEX COUNTY FARM & HORSE SHOW FOUNDATION INC,809 W MOUNTAIN RD,SPARTA,NJ,07871-3209,K11,NA
237049794,FREEMAN GARDENS ASSOCIATION,79 RIDGEWOOD AVE,GLEN RIDGE,NJ,07028-1011,K20,NA
237083796,HILLSBOROUGH COUNTY YOUTH CENTER FOUNDATION INC,PO BOX 391,NEW BOSTON,NH,03070-0391,K20,HILLSBOROUGH COUNTY 4-H FOUNDATION
237314735,THE WARREN COUNTY FARMERS FAIR ASSOCIATION INC,165 COUNTY ROUTE 519 SOUTH,BELVIDERE NJ,NJ,07823-0000,K20,NA
237410665,MEALS ON WHEELS OF RIDGEFIELD,25 GILBERT ST,RIDGEFIELD,CT,06877-4551,K36Z,NA
237411928,MEALS ON WHEELS OF EASTERN ONONDAGA COUNTY INC,PO BOX 72,MANLIUS,NY,13104-0072,K36Z,NA
237447309,BERGEN COUNTY BOARD OF AGRICULTURE,168 AIRMONT AVE,MAHWAH,NJ,07430-1961,K99,NA
260007585,COMMUNITY HARVEST,PO BOX 1393,KENNEBUNK,ME,04043-1393,K30,NA
260212043,KINGSTON FARMERS MARKET FOUNDATIONINC,PO BOX 3794,KINGSTON,NY,12402-3794,K20,KINGSTON FARMERS MARKET
260359866,EDESIA INC,550 ROMANO VINEYARD WAY,N KINGSTOWN,RI,02852-8429,K30,NA
260810365,SUSTAINABLE HARVEST SECTOR,PO BOX 667,SOMERSWORTH,NH,03878-0667,K20,NA
260813472,BLUE HOUSE FOUNDATION INC,85 N MAIN ST,SAYVILLE,NY,11782-2509,K31,NA
260853750,COMMUNITY OUTREACH SERVICES INC,11 ORCHARD ST # 2,GARFIELD,NJ,07026-3213,K31,NA
260881383,ZION COMMUNITY FOOD PANTRY,PO BOX 1058,HUDSON,NY,12534-9058,K30,NA
261101064,ATTICA FOOD PANTRY,11110 ALEXANDER RD,ATTICA,NY,14011-9426,K31,NA
261280709,MANY HANDS SUSTAINABILITY CENTER INC,411 SHELDON RD,BARRE,MA,01005-9219,K20,NA
261460809,CORNUCOPIA PROJECT,49 VOSE FARM RD STE 110,PETERBOROUGH,NH,03458-2151,K20,NA
261500252,WINDHAM CHRISTMAS ASSOCIATION,55 ENTERPRISE DR,WINDHAM,NH,03087-2031,K30,NA
261503082,DERECH HAKASHRUTH INC,1323 E 18TH ST,BROOKLYN,NY,11230-7501,K19,NA
261662648,NEW HAMPSHIRE FARM & RURAL EDUCATIONAL FOUNDATION,295 SHEEP DAVIS RD,CONCORD,NH,03301-5747,K20,NA
261772199,ORGANIC SEED GROWERS AND TRADE ASSOCIATION,479 JONES RD,PALERMO,ME,04354-6632,K20,NA
261830315,OPEN SHELVES FOOD PANTRY,96 MYRICKS ST,BERKLEY,MA,02779-1704,K31,NA
261956252,CHERRY HILL FOOD AND OUTREACH COUNCIL,PO BOX 8465,CHERRY HILL,NJ,08002-0465,K35,NA
262036288,PEOPLE WHO CARE FOOD CUPBOARD,PO BOX 316,MADISON,ME,04950-0316,K30,NA
262158368,FARM KIND,3770 COUNTY ROAD 1,HECTOR,NY,14841-9648,K20,NA
262259854,PERMACULTURE ASSOCIATION OF THE NORTEAST US INC,PO BOX 3461,AMHERST,MA,01004-3461,K20,NA
262279990,VASSALBORO FOOD STATION PANTRY,26 FERLAND LN,VASSALBORO,ME,04989-4048,K31,NA
262534507,COMMUNITY FOOD CENTER,PO BOX 141,TAMWORTH,NH,03886-0141,K31,NA
262739194,GBFB REALTY CORPORATION,70 S BAY AVE,BOSTON,MA,02118-2704,K31,NA
262766165,CANTON GOLDEN BEAR FOUNDATION INC,PO BOX 133,CANTON,NY,13617-0133,K30,JOHN C PARCELL IV
262787163,HUDSON VALLEY WINE & GRAPE ASSOCIATION INC,331 MCKINSTRY RD,GARDINER,NY,12525-5136,K20,NA
262844324,VALATIE ECUMENICAL FOOD PANTRY,PO BOX 266,VALATIE,NY,12184-0266,K31,NA
262847686,THE BREAD AND GOSPEL OF EASTERN AMERICA INC,PO BOX 540802,FLUSHING,NY,11354-0802,K31,NA
262897641,MILLYS PANTRY,PO BOX 734,PENN YAN,NY,14527-0734,K31,NA
262918873,ENOSBURG FOOD SHELF,PO BOX 614,ENOSBURG FLS,VT,05450-0614,P20,NA
262988391,WILLISTON COMMUNITY FOOD SHELF,PO BOX 1605,WILLISTON,VT,05495-1605,K31,NA
263038395,APIOS INSTITUTE INC,2137 SLATERVILLE RD,ITHACA,NY,14850-9045,K99,NA
263108361,FEED OUR VETERANS,PO BOX 1,NY MILLS,NY,13417-0001,K31,NA
263158805,BUXTON COMMUNITY CUPBOARD,PO BOX 165,BUXTON,ME,04093-0165,K30,NA
263406596,SHAWANGUNK WINE TRAIL INC,PO BOX 3902,KINGSTON,NY,12402-3902,K99,NA
263442547,PHILLIPS AREA FOOD PANTRY,15 RUSSELL ST,PHILLIPS,ME,04966-4509,K31,NA
263557460,CENTER HARBOR SOUP KITCHEN INC,PO BOX 1227,CENTER HARBOR,NH,03226-1227,K35,NA
263851559,MASBIA OF BORO PARK,PO BOX 191181,BROOKLYN,NY,11219-7181,K35,NA
263867777,MASBIA OF WILLIAMSBURG,PO BOX 191181,BROOKLYN,NY,11219-7181,K34,NA
263993579,BURRILLVILLE FARMERS MARKET ASSOCIATION INC,PO BOX 215,PASCOAG,RI,02859-0215,K19,BFMA
264005067,FALMOUTH FOOD PANTRY INC,271 FALMOUTH RD,FALMOUTH,ME,04105-2005,K31,NA
264146964,COMMON ROOTS INC,PO BOX 9335,S BURLINGTON,VT,05407-9335,K20,NA
264179896,SHEARIT HAPLATE OF BERGEN COUNTY INC,133 CEDAR LANE,TEANECK,NJ,07666-4416,K30,NA
264286096,FOOD FOR THOUGHT BY THE SEA INC,3581 RT 35 N,NORMANDY BEACH,NJ,08739-0000,P20,NA
264485587,LINCOLN-WOODSTOCK FOOD PANTRY,194 POLLARD RD -COMMUNITY CTR,LINCOLN,NH,03251-0000,K30,NA
264485664,NAC FOOD PANTRY INC,20 HIGHLAND ST,WHITINSVILLE,MA,01588-2102,K31,NA
264498293,BRANFORD COMMUNITY GARDENS,PO BOX 34,BRANFORD,CT,06405-0034,K30,NA
264690165,DAILY BREAD,290 UNION ST,LEOMINSTER,MA,01453-4137,K34,NA
264740530,NORTH EAST GRANGE LECTURERS ASSOCIATION,PO BOX 155,RIVERTON,CT,06065-0155,K20,NA
264757945,EAST BAY FOOD PANTRY,532 WOOD ST,BRISTOL,RI,02809-2310,K31,NA
264758235,RICHMOND FOOD SHELF AND THRIFT STORE,PO BOX 174,RICHMOND,VT,05477-0174,K31,NA
264768031,FRANKLIN LOCAL LTD,PO BOX 258,FRANKLIN,NY,13775-0258,K99,ELLEN CURTIS MBR
264777735,GRACE COMMUNICATIONS FOUNDATION INC,215 LEXINGTON AVE RM 1001,NEW YORK,NY,10016-6023,K20,NA
264800810,BELMONT FOOD PANTRY,PO BOX 291,BELMONT,MA,02478-0007,K31,NA
264820894,HOUSE OF LOVE SOUP KITCHEN A NJ NONPROFIT CORPORATION,589 CENTRAL AVE # 95,NEWARK,NJ,07107-1021,K35,NA
264826262,MOVE FOR HUNGER INC,7 3RD AVE,NEPTUNE,NJ,07753-6513,K30,NA
270109312,EAST HAMPTON FOOD PANTRY INC,PO BOX 505,EAST HAMPTON,NY,11937-0994,K31,NA
270146734,RONDOUT VALLEY FOOD PANTRY,PO BOX 22,STONE RIDGE,NY,12484-0022,K31,NA
270240122,EDEN NORTH COLLINS FOOD PANTRY,PO BOX 76,EDEN,NY,14057-0076,K30,NA
270363356,MASBIA OF QUEENS,PO BOX 191181,BROOKLYN,NY,11219-7181,K31,NA
270425104,ELIZABETH CONSERVANCY INC,PO BOX 6901,ELIZABETH,NJ,07206-6901,K20,NA
270436527,CHIMUGWAYO SUSTAINABLE AGRICULTURE NETWORKS,PO BOX 211,BRUNSWICK,ME,04011-0211,K20,CSAN
270476387,PEOPLE FIRST FOOD PANTRY INC,19 DOUGLAS ST,UXBRIDGE,MA,01569-1814,K30,NA
270484749,SHARON HOUSE GARDEN PROJECTS INC,61 SURDAN MOUNTAIN RD,WEST CORNWALL,CT,06796-1011,K30,NA
270584699,SHEPHERDS PANTRY INC,1 CHURCH RD,WINDHAM,NH,03087-1640,P20,NA
270589448,GREATER WATERVILLE AREA FOOD BANK,61 PLEASANT ST,WATERVILLE,ME,04901-6057,K31,NA
270627762,ULSTER SAUGERTIES MASONIC GUILD INC,19 RUSSELL ST,SAUGERTIES,NY,12477-1521,K31,BLUE LIGHT FOUNDATION
270657993,JAMESTOWN COMMUNITY FARM INCORPORATED,PO BOX 352,JAMESTOWN,RI,02835-0352,K31,NA
270766701,ROOT CENTER INC,90 KELTON ROAD,EAST MONTPELIER,VT,05651-0000,K20,NA
270788143,GREENPOINT-WILLIAMSBURG CSA INC,100 ENGERT AVE APT 1F,BROOKLYN,NY,11222-4872,K99,NA
270879595,SAVED BY THE BLOOD OF JESUS MINISTRY,263 BLOOMFIELD AVE APT 25,BLOOMFIELD,NJ,07003-4867,K30,NA
270896389,BARRINGTON COMMUNITY FOOD PANTRY,PO BOX 208,BARRINGTON,NH,03825-0208,K31,NA
270995891,TOMCHE SHABBOS OF MIDDLESEX COUNTY,48 EDGEMOUNT RD,EDISON,NJ,08817-2904,K30,NA
271057685,LA FINCA DEL SUR SOUTH BRONX FARMERS INC,3400 FORT INDEPENDENCE ST APT 14H,BRONX,NY,10463-4567,K20,LA FINCA DEL SUR
271129421,DWELLING PLACE,523 MAIN ST,WOBURN,MA,01801-2941,K30,NA
271140759,THE CENTER FOR RESPONSIBLE SEAFOOD INC,1000 MARKET ST UNIT 2,PORTSMOUTH,NH,03801-3358,K20,NA
271189261,SYLVESTER MANOR EDUCATIONAL FARM,PO BOX 2029,SHELTER IS,NY,11964-2029,K20,NA
271209610,MASBIA OF FLATBUSH,PO BOX 191181,BROOKLYN,NY,11219-7181,K35,NA
271439954,GREEN VILLAGE INITIATIVE INC,135 CLARENCE ST,BRIDGEPORT,CT,06608-2227,K20,NA
